@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute lpx numeric
@attribute lpy numeric
@attribute lpz numeric
@attribute lrx numeric
@attribute lry numeric
@attribute lrz numeric
@attribute lrw numeric
@attribute rpx numeric
@attribute rpy numeric
@attribute rpz numeric
@attribute rrx numeric
@attribute rry numeric
@attribute rrz numeric
@attribute rrw numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 {0,1,2,3,4,5}
@attribute outputs-4 numeric
@attribute outputs-5 numeric
@attribute outputs-6 {0,1,2,3,4,5}

@data
711,'2020/05/05 21:03:44:634',7,-0.405367,0.649531,-0.28401,0.320026,0.288677,-0.374314,-0.821059,-0.376467,1.145608,0.083376,0.290619,0.16168,-0.322903,-0.886078,?,?,?,?,?,?
712,'2020/05/05 21:03:44:651',7,-0.405367,0.649531,-0.28401,0.320026,0.288677,-0.374314,-0.821059,-0.377222,1.144561,0.083634,0.289942,0.162111,-0.324185,-0.885753,?,?,?,?,?,?
713,'2020/05/05 21:03:44:664',7,-0.405367,0.649531,-0.28401,0.320027,0.288677,-0.374314,-0.821059,-0.378216,1.143664,0.08395,0.289608,0.162868,-0.325236,-0.885338,?,?,?,?,?,?
714,'2020/05/05 21:03:44:678',7,-0.405367,0.649531,-0.28401,0.320027,0.288677,-0.374314,-0.821059,-0.379281,1.14295,0.084133,0.289605,0.163636,-0.325752,-0.885007,?,?,?,?,?,?
715,'2020/05/05 21:03:44:690',7,-0.405367,0.649531,-0.28401,0.320027,0.288677,-0.374314,-0.821059,-0.380306,1.142416,0.084167,0.28974,0.16412,-0.325226,-0.885067,?,?,?,?,?,?
716,'2020/05/05 21:03:44:707',7,-0.405367,0.649531,-0.28401,0.320027,0.288677,-0.374315,-0.821059,-0.38122,1.142026,0.084195,0.289857,0.16402,-0.324022,-0.885489,?,?,?,?,?,?
717,'2020/05/05 21:03:44:719',7,-0.405367,0.649531,-0.28401,0.320027,0.288677,-0.374315,-0.821058,-0.382179,1.141544,0.084238,0.289733,0.164342,-0.323647,-0.885607,?,?,?,?,?,?
718,'2020/05/05 21:03:44:734',7,-0.405367,0.649531,-0.28401,0.320027,0.288677,-0.374315,-0.821058,-0.383277,1.141206,0.084221,0.290131,0.164666,-0.323456,-0.885486,?,?,?,?,?,?
719,'2020/05/05 21:03:44:747',7,-0.405367,0.649531,-0.28401,0.320027,0.288677,-0.374315,-0.821058,-0.384497,1.14065,0.08428,0.290065,0.165584,-0.324247,-0.885047,?,?,?,?,?,?
720,'2020/05/05 21:03:44:762',7,-0.405367,0.649531,-0.28401,0.320027,0.288677,-0.374315,-0.821058,-0.385862,1.140055,0.084308,0.289964,0.167052,-0.324847,-0.884584,?,?,?,?,?,?
721,'2020/05/05 21:03:44:774',7,-0.405367,0.649531,-0.28401,0.320027,0.288676,-0.374315,-0.821058,-0.387229,1.139537,0.08429,0.289617,0.168457,-0.325136,-0.884325,?,?,?,?,?,?
722,'2020/05/05 21:03:44:790',7,-0.405367,0.649531,-0.28401,0.320027,0.288676,-0.374315,-0.821058,-0.388459,1.139409,0.084296,0.289725,0.169118,-0.324479,-0.884405,?,?,?,?,?,?
723,'2020/05/05 21:03:44:806',7,-0.405367,0.649532,-0.28401,0.320027,0.288676,-0.374315,-0.821058,-0.389514,1.139502,0.08439,0.290036,0.169156,-0.323165,-0.884777,?,?,?,?,?,?
724,'2020/05/05 21:03:44:818',7,-0.405367,0.649532,-0.28401,0.320027,0.288676,-0.374315,-0.821058,-0.390373,1.139948,0.084599,0.290541,0.168586,-0.321533,-0.885314,?,?,?,?,?,?
725,'2020/05/05 21:03:44:831',7,-0.405367,0.649532,-0.28401,0.320028,0.288676,-0.374315,-0.821058,-0.391302,1.140606,0.084796,0.291588,0.168229,-0.319781,-0.885673,?,?,?,?,?,?
726,'2020/05/05 21:03:44:846',7,-0.405367,0.649532,-0.28401,0.320028,0.288676,-0.374316,-0.821058,-0.392202,1.141332,0.084959,0.292642,0.167949,-0.317926,-0.886046,?,?,?,?,?,?
727,'2020/05/05 21:03:44:858',7,-0.405367,0.649532,-0.28401,0.320028,0.288676,-0.374316,-0.821058,-0.392868,1.141928,0.085213,0.292793,0.167398,-0.315464,-0.88698,?,?,?,?,?,?
728,'2020/05/05 21:03:44:874',7,-0.405367,0.649532,-0.28401,0.320028,0.288676,-0.374316,-0.821058,-0.393485,1.142549,0.085511,0.292916,0.16677,-0.31281,-0.887997,?,?,?,?,?,?
729,'2020/05/05 21:03:44:886',7,-0.405367,0.649532,-0.28401,0.320028,0.288676,-0.374316,-0.821058,-0.394038,1.143212,0.085779,0.293212,0.165964,-0.309837,-0.889091,?,?,?,?,?,?
730,'2020/05/05 21:03:44:901',7,-0.405367,0.649532,-0.28401,0.320028,0.288675,-0.374316,-0.821058,-0.394561,1.143735,0.086073,0.293285,0.165283,-0.306734,-0.890269,?,?,?,?,?,?
731,'2020/05/05 21:03:44:915',7,-0.405367,0.649532,-0.28401,0.320028,0.288675,-0.374316,-0.821058,-0.395043,1.144067,0.086331,0.292709,0.164745,-0.302548,-0.891989,?,?,?,?,?,?
732,'2020/05/05 21:03:44:929',7,-0.405367,0.649532,-0.28401,0.320028,0.288675,-0.374316,-0.821058,-0.395515,1.144235,0.086516,0.291622,0.164156,-0.297362,-0.894195,?,?,?,?,?,?
733,'2020/05/05 21:03:44:942',7,-0.405367,0.649532,-0.28401,0.320028,0.288675,-0.374316,-0.821058,-0.396208,1.144194,0.0866,0.290348,0.164348,-0.292377,-0.896216,?,?,?,?,?,?
734,'2020/05/05 21:03:44:957',7,-0.405367,0.649532,-0.28401,0.320028,0.288675,-0.374316,-0.821058,-0.397003,1.144099,0.086572,0.289362,0.164849,-0.288156,-0.897809,?,?,?,?,?,?
735,'2020/05/05 21:03:44:969',7,-0.405367,0.649532,-0.28401,0.320028,0.288675,-0.374316,-0.821058,-0.397735,1.143983,0.086473,0.288602,0.165303,-0.284155,-0.899244,?,?,?,?,?,?
736,'2020/05/05 21:03:44:985',7,-0.405367,0.649532,-0.28401,0.320028,0.288675,-0.374317,-0.821058,-0.398343,1.143711,0.086344,0.287614,0.165729,-0.280616,-0.900592,?,?,?,?,?,?
737,'2020/05/05 21:03:44:997',7,-0.405367,0.649532,-0.28401,0.320029,0.288675,-0.374317,-0.821058,-0.398853,1.143463,0.086247,0.286828,0.165813,-0.278047,-0.901624,?,?,?,?,?,?
738,'2020/05/05 21:03:45:013',7,-0.405367,0.649532,-0.28401,0.320029,0.288675,-0.374317,-0.821058,-0.399456,1.143341,0.086104,0.286236,0.166504,-0.276589,-0.902133,?,?,?,?,?,?
739,'2020/05/05 21:03:45:026',7,-0.405367,0.649532,-0.28401,0.320029,0.288675,-0.374317,-0.821057,-0.400008,1.143486,0.08602,0.286275,0.166995,-0.275354,-0.902408,?,?,?,?,?,?
740,'2020/05/05 21:03:45:041',7,-0.405367,0.649532,-0.28401,0.320029,0.288674,-0.374317,-0.821058,-0.40032,1.143689,0.085989,0.286407,0.166645,-0.274329,-0.902743,?,?,?,?,?,?
741,'2020/05/05 21:03:45:053',7,-0.405367,0.649532,-0.28401,0.320029,0.288674,-0.374317,-0.821057,-0.40105,1.144967,0.086697,0.286471,0.165732,-0.273719,-0.903075,?,?,?,?,?,?
742,'2020/05/05 21:03:45:068',7,-0.405367,0.649532,-0.28401,0.320029,0.288674,-0.374317,-0.821057,-0.401678,1.146554,0.087732,0.286672,0.16372,-0.273121,-0.903559,?,?,?,?,?,?
743,'2020/05/05 21:03:45:082',7,-0.405367,0.649532,-0.28401,0.320029,0.288674,-0.374317,-0.821057,-0.40152,1.148244,0.089218,0.286557,0.15909,-0.273817,-0.904212,?,?,?,?,?,?
744,'2020/05/05 21:03:45:097',7,-0.405367,0.649532,-0.28401,0.320029,0.288674,-0.374317,-0.821057,-0.400363,1.148255,0.089793,0.285887,0.15492,-0.274071,-0.905071,?,?,?,?,?,?
745,'2020/05/05 21:03:45:108',7,-0.405367,0.649532,-0.28401,0.320029,0.288674,-0.374317,-0.821057,-0.399368,1.148138,0.0903,0.284886,0.151974,-0.274429,-0.905777,?,?,?,?,?,?
746,'2020/05/05 21:03:45:124',7,-0.405367,0.649532,-0.28401,0.320029,0.288674,-0.374318,-0.821057,-0.398551,1.147954,0.090776,0.283653,0.15061,-0.275185,-0.906162,?,?,?,?,?,?
747,'2020/05/05 21:03:45:135',7,-0.405367,0.649532,-0.28401,0.320029,0.288674,-0.374318,-0.821057,-0.398054,1.147968,0.091105,0.283128,0.150469,-0.27571,-0.906191,?,?,?,?,?,?
748,'2020/05/05 21:03:45:151',7,-0.405367,0.649532,-0.28401,0.320029,0.288674,-0.374318,-0.821057,-0.397762,1.148363,0.091257,0.283827,0.150754,-0.275774,-0.905905,?,?,?,?,?,?
749,'2020/05/05 21:03:45:165',7,-0.405367,0.649532,-0.28401,0.32003,0.288673,-0.374318,-0.821057,-0.397351,1.148892,0.09144,0.284453,0.150923,-0.274462,-0.906079,?,?,?,?,?,?
750,'2020/05/05 21:03:45:180',7,-0.405367,0.649532,-0.28401,0.32003,0.288673,-0.374318,-0.821057,-0.396015,1.149944,0.091895,0.285162,0.148643,-0.271626,-0.907087,?,?,?,?,?,?
751,'2020/05/05 21:03:45:192',7,-0.405367,0.649532,-0.28401,0.32003,0.288673,-0.374318,-0.821057,-0.394664,1.150914,0.092315,0.285292,0.146424,-0.268716,-0.908273,?,?,?,?,?,?
752,'2020/05/05 21:03:45:207',7,-0.405367,0.649532,-0.28401,0.32003,0.288673,-0.374318,-0.821057,-0.393144,1.15183,0.092824,0.284741,0.144176,-0.265484,-0.909755,?,?,?,?,?,?
753,'2020/05/05 21:03:45:221',7,-0.405367,0.649532,-0.28401,0.32003,0.288673,-0.374318,-0.821057,-0.391773,1.152881,0.093293,0.284877,0.142916,-0.262354,-0.910818,?,?,?,?,?,?
754,'2020/05/05 21:03:45:235',7,-0.405367,0.649532,-0.28401,0.32003,0.288673,-0.374318,-0.821057,-0.389909,1.154016,0.093877,0.284783,0.139893,-0.261332,-0.911611,?,?,?,?,?,?
755,'2020/05/05 21:03:45:249',7,-0.405367,0.649532,-0.28401,0.32003,0.288673,-0.374318,-0.821057,-0.387397,1.154151,0.094107,0.283947,0.137268,-0.260954,-0.912378,?,?,?,?,?,?
756,'2020/05/05 21:03:45:264',7,-0.405367,0.649532,-0.28401,0.32003,0.288673,-0.374318,-0.821057,-0.384021,1.15336,0.093475,0.284255,0.134379,-0.2616,-0.912528,?,?,?,?,?,?
757,'2020/05/05 21:03:45:276',7,-0.405367,0.649532,-0.28401,0.32003,0.288673,-0.374319,-0.821057,-0.380675,1.152384,0.092883,0.284352,0.131725,-0.262742,-0.912556,?,?,?,?,?,?
758,'2020/05/05 21:03:45:292',7,-0.405367,0.649532,-0.28401,0.32003,0.288673,-0.374319,-0.821057,-0.378653,1.152701,0.09337,0.283984,0.12968,-0.263709,-0.912685,?,?,?,?,?,?
759,'2020/05/05 21:03:45:304',7,-0.405367,0.649532,-0.28401,0.32003,0.288672,-0.374319,-0.821057,-0.37697,1.152731,0.093866,0.28316,0.128809,-0.264526,-0.912828,?,?,?,?,?,?
760,'2020/05/05 21:03:45:319',7,-0.405367,0.649532,-0.28401,0.32003,0.288672,-0.374319,-0.821057,-0.375387,1.152641,0.094225,0.282282,0.128166,-0.264616,-0.913164,?,?,?,?,?,?
761,'2020/05/05 21:03:45:332',7,-0.405367,0.649532,-0.28401,0.320031,0.288672,-0.374319,-0.821057,-0.374003,1.152242,0.094567,0.281027,0.128178,-0.264654,-0.913539,?,?,?,?,?,?
762,'2020/05/05 21:03:45:347',7,-0.405367,0.649532,-0.28401,0.320031,0.288672,-0.374319,-0.821057,-0.372775,1.151633,0.094878,0.279965,0.128527,-0.264993,-0.913717,?,?,?,?,?,?
763,'2020/05/05 21:03:45:358',7,-0.405367,0.649532,-0.28401,0.320031,0.288672,-0.374319,-0.821057,-0.371546,1.151168,0.095127,0.278931,0.128742,-0.26544,-0.913873,?,?,?,?,?,?
764,'2020/05/05 21:03:45:375',7,-0.405367,0.649532,-0.28401,0.320031,0.288672,-0.374319,-0.821057,-0.370725,1.150331,0.095221,0.277393,0.130247,-0.266006,-0.913964,?,?,?,?,?,?
765,'2020/05/05 21:03:45:387',7,-0.405367,0.649532,-0.28401,0.320031,0.288672,-0.374319,-0.821057,-0.369724,1.149848,0.095261,0.276573,0.130939,-0.265979,-0.914121,?,?,?,?,?,?
766,'2020/05/05 21:03:45:403',7,-0.405367,0.649532,-0.28401,0.320031,0.288672,-0.374319,-0.821057,-0.368568,1.149599,0.095221,0.276156,0.130906,-0.26539,-0.914423,?,?,?,?,?,?
767,'2020/05/05 21:03:45:415',7,-0.405367,0.649532,-0.28401,0.320031,0.288672,-0.37432,-0.821057,-0.367478,1.149577,0.095047,0.276616,0.130752,-0.265126,-0.914383,?,?,?,?,?,?
768,'2020/05/05 21:03:45:431',7,-0.405367,0.649532,-0.28401,0.320031,0.288671,-0.37432,-0.821056,-0.366391,1.149615,0.094893,0.27731,0.130189,-0.26477,-0.914356,?,?,?,?,?,?
769,'2020/05/05 21:03:45:443',7,-0.405367,0.649532,-0.28401,0.320031,0.288671,-0.37432,-0.821056,-0.365793,1.149704,0.094533,0.278795,0.130814,-0.265067,-0.913729,?,?,?,?,?,?
770,'2020/05/05 21:03:45:458',7,-0.405367,0.649532,-0.28401,0.320031,0.288671,-0.37432,-0.821056,-0.36572,1.149896,0.093934,0.281567,0.132821,-0.265881,-0.912352,?,?,?,?,?,?
771,'2020/05/05 21:03:45:471',7,-0.405366,0.649532,-0.28401,0.320031,0.288671,-0.37432,-0.821056,-0.365386,1.149675,0.093486,0.282466,0.13394,-0.26772,-0.911372,?,?,?,?,?,?
772,'2020/05/05 21:03:45:487',7,-0.405366,0.649532,-0.28401,0.320031,0.288671,-0.37432,-0.821056,-0.365049,1.149233,0.093032,0.283063,0.1353,-0.269544,-0.910448,?,?,?,?,?,?
773,'2020/05/05 21:03:45:499',7,-0.405366,0.649532,-0.28401,0.320032,0.288671,-0.37432,-0.821056,-0.364404,1.148615,0.092635,0.283282,0.135465,-0.270663,-0.910023,?,?,?,?,?,?
774,'2020/05/05 21:03:45:514',7,-0.405366,0.649533,-0.28401,0.320032,0.288671,-0.37432,-0.821056,-0.36371,1.147817,0.092401,0.282564,0.135675,-0.271374,-0.910003,?,?,?,?,?,?
775,'2020/05/05 21:03:45:527',7,-0.405366,0.649533,-0.28401,0.320032,0.288671,-0.37432,-0.821056,-0.363058,1.146929,0.092202,0.281719,0.13579,-0.271621,-0.910175,?,?,?,?,?,?
776,'2020/05/05 21:03:45:541',7,-0.405366,0.649533,-0.28401,0.320032,0.288671,-0.37432,-0.821056,-0.362494,1.14615,0.091976,0.281201,0.135854,-0.272647,-0.910018,?,?,?,?,?,?
777,'2020/05/05 21:03:45:554',7,-0.405366,0.649533,-0.28401,0.320032,0.288671,-0.37432,-0.821056,-0.362184,1.145416,0.091702,0.280719,0.136698,-0.274058,-0.909617,?,?,?,?,?,?
778,'2020/05/05 21:03:45:570',7,-0.405366,0.649533,-0.28401,0.320032,0.28867,-0.374321,-0.821056,-0.362029,1.144806,0.091448,0.280775,0.137829,-0.275308,-0.909051,?,?,?,?,?,?
779,'2020/05/05 21:03:45:583',7,-0.405366,0.649533,-0.28401,0.320032,0.28867,-0.374321,-0.821056,-0.361888,1.144263,0.091235,0.280791,0.138745,-0.276137,-0.908655,?,?,?,?,?,?
780,'2020/05/05 21:03:45:598',7,-0.405366,0.649533,-0.28401,0.320032,0.28867,-0.374321,-0.821056,-0.361707,1.14376,0.091032,0.280825,0.139477,-0.276878,-0.908307,?,?,?,?,?,?
781,'2020/05/05 21:03:45:611',7,-0.405366,0.649533,-0.28401,0.320032,0.28867,-0.374321,-0.821056,-0.362456,1.144862,0.091811,0.280857,0.139981,-0.277422,-0.908054,?,?,?,?,?,?
782,'2020/05/05 21:03:45:626',7,-0.405366,0.649533,-0.28401,0.320032,0.28867,-0.374321,-0.821056,-0.364582,1.148296,0.093957,0.280725,0.14021,-0.27763,-0.907996,?,?,?,?,?,?
783,'2020/05/05 21:03:45:637',7,-0.405366,0.649533,-0.28401,0.320032,0.28867,-0.374321,-0.821056,-0.366359,1.151274,0.095717,0.28075,0.140036,-0.277134,-0.908166,?,?,?,?,?,?
784,'2020/05/05 21:03:45:654',7,-0.405366,0.649533,-0.28401,0.320033,0.28867,-0.374321,-0.821056,-0.366725,1.151905,0.096113,0.2803,0.139682,-0.275848,-0.908751,?,?,?,?,?,?
785,'2020/05/05 21:03:45:666',7,-0.405366,0.649533,-0.28401,0.320033,0.28867,-0.374321,-0.821056,-0.366607,1.151475,0.095979,0.279133,0.140361,-0.273326,-0.909767,?,?,?,?,?,?
786,'2020/05/05 21:03:45:681',7,-0.405366,0.649533,-0.28401,0.320033,0.28867,-0.374321,-0.821056,-0.366682,1.15112,0.095736,0.277791,0.141353,-0.269764,-0.911087,?,?,?,?,?,?
787,'2020/05/05 21:03:45:693',7,-0.405366,0.649533,-0.28401,0.320033,0.288669,-0.374321,-0.821056,-0.367219,1.15107,0.095553,0.27645,0.143187,-0.265776,-0.91238,?,?,?,?,?,?
788,'2020/05/05 21:03:45:709',7,-0.405366,0.649533,-0.28401,0.320033,0.288669,-0.374322,-0.821056,-0.368805,1.150698,0.095322,0.274085,0.148526,-0.262168,-0.913283,?,?,?,?,?,?
789,'2020/05/05 21:03:45:722',7,-0.405366,0.649533,-0.28401,0.320033,0.288669,-0.374322,-0.821056,-0.369734,1.150588,0.094934,0.272889,0.150627,-0.263256,-0.912984,?,?,?,?,?,?
790,'2020/05/05 21:03:45:737',7,-0.405366,0.649533,-0.28401,0.320033,0.288669,-0.374322,-0.821056,-0.370144,1.151411,0.094669,0.274143,0.149608,-0.264906,-0.912298,?,?,?,?,?,?
791,'2020/05/05 21:03:45:749',7,-0.405366,0.649533,-0.28401,0.320033,0.288669,-0.374322,-0.821056,-0.371268,1.151989,0.094209,0.274395,0.151217,-0.263499,-0.912364,?,?,?,?,?,?
792,'2020/05/05 21:03:45:765',7,-0.405366,0.649533,-0.28401,0.320033,0.288669,-0.374322,-0.821055,-0.372433,1.15206,0.093676,0.27292,0.154209,-0.260405,-0.913194,?,?,?,?,?,?
793,'2020/05/05 21:03:45:777',7,-0.405366,0.649533,-0.28401,0.320033,0.288669,-0.374322,-0.821055,-0.373269,1.152119,0.092951,0.27147,0.157125,-0.257262,-0.91402,?,?,?,?,?,?
794,'2020/05/05 21:03:45:793',7,-0.405366,0.649533,-0.28401,0.320033,0.288669,-0.374322,-0.821055,-0.374016,1.15263,0.092242,0.270683,0.161023,-0.255048,-0.914195,?,?,?,?,?,?
795,'2020/05/05 21:03:45:805',7,-0.405366,0.649533,-0.28401,0.320033,0.288669,-0.374322,-0.821055,-0.374522,1.153591,0.091596,0.271252,0.166151,-0.254597,-0.913234,?,?,?,?,?,?
796,'2020/05/05 21:03:45:821',7,-0.405366,0.649533,-0.28401,0.320034,0.288669,-0.374322,-0.821055,-0.374171,1.154674,0.09105,0.272662,0.170452,-0.254843,-0.911952,?,?,?,?,?,?
797,'2020/05/05 21:03:45:832',7,-0.405366,0.649533,-0.28401,0.320034,0.288668,-0.374322,-0.821055,-0.372253,1.156624,0.090983,0.276084,0.17232,-0.256766,-0.91003,?,?,?,?,?,?
798,'2020/05/05 21:03:45:849',7,-0.405366,0.649533,-0.28401,0.320034,0.288668,-0.374323,-0.821055,-0.368212,1.159548,0.092066,0.280584,0.170232,-0.261129,-0.907803,?,?,?,?,?,?
799,'2020/05/05 21:03:45:861',7,-0.405366,0.649533,-0.28401,0.320034,0.288668,-0.374323,-0.821055,-0.363199,1.162075,0.09394,0.282696,0.165592,-0.264997,-0.906884,?,?,?,?,?,?
800,'2020/05/05 21:03:45:876',7,-0.405366,0.649533,-0.28401,0.320034,0.288668,-0.374323,-0.821055,-0.355665,1.164418,0.097109,0.282142,0.156606,-0.268889,-0.907507,?,?,?,?,?,?
801,'2020/05/05 21:03:45:889',7,-0.405366,0.649533,-0.28401,0.320034,0.288668,-0.374323,-0.821055,-0.346804,1.166618,0.100862,0.279841,0.14618,-0.269331,-0.909825,?,?,?,?,?,?
802,'2020/05/05 21:03:45:904',7,-0.405366,0.649533,-0.28401,0.320034,0.288668,-0.374323,-0.821055,-0.336417,1.169052,0.105189,0.277224,0.133886,-0.266907,-0.913226,?,?,?,?,?,?
803,'2020/05/05 21:03:45:916',7,-0.405366,0.649533,-0.28401,0.320034,0.288668,-0.374323,-0.821055,-0.326911,1.171531,0.10896,0.27561,0.12381,-0.2637,-0.916064,?,?,?,?,?,?
804,'2020/05/05 21:03:45:933',7,-0.405366,0.649533,-0.28401,0.320034,0.288668,-0.374323,-0.821055,-0.315993,1.173373,0.112462,0.273481,0.113976,-0.259519,-0.919167,?,?,?,?,?,?
805,'2020/05/05 21:03:45:945',7,-0.405366,0.649533,-0.28401,0.320034,0.288668,-0.374323,-0.821055,-0.304828,1.174544,0.115471,0.270686,0.107133,-0.255047,-0.922064,?,?,?,?,?,?
806,'2020/05/05 21:03:45:959',7,-0.405366,0.649533,-0.28401,0.320034,0.288668,-0.374323,-0.821055,-0.293894,1.175949,0.11847,0.268202,0.101294,-0.251403,-0.924448,?,?,?,?,?,?
807,'2020/05/05 21:03:45:973',7,-0.405366,0.649533,-0.28401,0.320034,0.288667,-0.374323,-0.821055,-0.281806,1.178961,0.122466,0.266801,0.094268,-0.24787,-0.926548,?,?,?,?,?,?
808,'2020/05/05 21:03:45:987',7,-0.405366,0.649533,-0.28401,0.320035,0.288667,-0.374323,-0.821055,-0.268665,1.182378,0.126487,0.266374,0.084178,-0.246193,-0.928088,?,?,?,?,?,?
809,'2020/05/05 21:03:45:999',7,-0.405366,0.649533,-0.28401,0.320035,0.288667,-0.374324,-0.821055,-0.25449,1.185902,0.130503,0.265955,0.072928,-0.246591,-0.929054,?,?,?,?,?,?
810,'2020/05/05 21:03:46:016',7,-0.405366,0.649533,-0.28401,0.320035,0.288667,-0.374324,-0.821055,-0.239553,1.189345,0.13444,0.26524,0.061687,-0.248489,-0.929567,?,?,?,?,?,?
811,'2020/05/05 21:03:46:028',7,-0.405366,0.649533,-0.28401,0.320035,0.288667,-0.374324,-0.821055,-0.224058,1.19255,0.138329,0.263461,0.051152,-0.249978,-0.930313,?,?,?,?,?,?
812,'2020/05/05 21:03:46:043',7,-0.405366,0.649533,-0.28401,0.320035,0.288667,-0.374324,-0.821055,-0.207658,1.195916,0.142095,0.261652,0.039446,-0.250513,-0.931249,?,?,?,?,?,?
813,'2020/05/05 21:03:46:054',7,-0.405366,0.649533,-0.28401,0.320035,0.288667,-0.374324,-0.821055,-0.190293,1.19959,0.145473,0.260468,0.026639,-0.248647,-0.932535,?,?,?,?,?,?
814,'2020/05/05 21:03:46:071',7,-0.405366,0.649533,-0.28401,0.320035,0.288667,-0.374324,-0.821055,-0.171818,1.203268,0.148598,0.25911,0.012247,-0.243653,-0.934529,?,?,?,?,?,?
815,'2020/05/05 21:03:46:083',7,-0.405366,0.649533,-0.28401,0.320035,0.288667,-0.374324,-0.821055,-0.152229,1.206803,0.151437,0.257371,-0.004419,-0.237342,-0.936701,?,?,?,?,?,?
816,'2020/05/05 21:03:46:097',7,-0.405366,0.649533,-0.28401,0.320035,0.288666,-0.374324,-0.821055,-0.131741,1.210051,0.153876,0.255233,-0.021483,-0.231598,-0.938486,?,?,?,?,?,?
817,'2020/05/05 21:03:46:112',7,-0.405366,0.649533,-0.28401,0.320035,0.288666,-0.374324,-0.821055,-0.110939,1.212741,0.15597,0.252001,-0.038059,-0.227807,-0.939761,?,?,?,?,?,?
818,'2020/05/05 21:03:46:127',7,-0.405366,0.649533,-0.28401,0.320035,0.288666,-0.374324,-0.821054,-0.090065,1.214988,0.157651,0.247864,-0.053523,-0.224873,-0.940814,?,?,?,?,?,?
819,'2020/05/05 21:03:46:139',7,-0.405366,0.649533,-0.28401,0.320035,0.288666,-0.374325,-0.821054,-0.069094,1.217219,0.158633,0.244569,-0.068135,-0.221582,-0.941512,?,?,?,?,?,?
820,'2020/05/05 21:03:46:155',7,-0.405366,0.649533,-0.28401,0.320036,0.288666,-0.374325,-0.821054,-0.047787,1.219512,0.158962,0.242063,-0.083355,-0.217816,-0.941814,?,?,?,?,?,?
821,'2020/05/05 21:03:46:167',7,-0.405366,0.649533,-0.28401,0.320036,0.288666,-0.374325,-0.821054,-0.026297,1.221647,0.158635,0.239649,-0.098652,-0.213271,-0.941993,?,?,?,?,?,?
822,'2020/05/05 21:03:46:183',7,-0.405366,0.649533,-0.28401,0.320036,0.288666,-0.374325,-0.821054,-0.004214,1.223637,0.157495,0.237323,-0.11537,-0.20854,-0.941742,?,?,?,?,?,?
823,'2020/05/05 21:03:46:195',7,-0.405366,0.649534,-0.28401,0.320036,0.288666,-0.374325,-0.821054,0.018133,1.225506,0.155749,0.235241,-0.132555,-0.204807,-0.940821,?,?,?,?,?,?
824,'2020/05/05 21:03:46:211',7,-0.405366,0.649534,-0.28401,0.320036,0.288666,-0.374325,-0.821054,0.040356,1.227023,0.153516,0.232847,-0.149136,-0.203269,-0.939267,?,?,?,?,?,?
825,'2020/05/05 21:03:46:223',7,-0.405366,0.649534,-0.28401,0.320036,0.288666,-0.374325,-0.821054,0.062479,1.228302,0.150651,0.230375,-0.164637,-0.204468,-0.937025,?,?,?,?,?,?
826,'2020/05/05 21:03:46:238',7,-0.405366,0.649534,-0.28401,0.320036,0.288665,-0.374325,-0.821054,0.08443,1.229296,0.147432,0.227266,-0.180174,-0.207733,-0.934203,?,?,?,?,?,?
827,'2020/05/05 21:03:46:251',7,-0.405366,0.649534,-0.28401,0.320036,0.288665,-0.374325,-0.821054,0.106633,1.229812,0.143556,0.223442,-0.196296,-0.211347,-0.931061,?,?,?,?,?,?
828,'2020/05/05 21:03:46:267',7,-0.405366,0.649534,-0.28401,0.320036,0.288665,-0.374325,-0.821054,0.128924,1.229882,0.138944,0.219426,-0.213538,-0.211846,-0.928103,?,?,?,?,?,?
829,'2020/05/05 21:03:46:277',7,-0.405366,0.649534,-0.28401,0.320036,0.288665,-0.374325,-0.821054,0.150878,1.229614,0.133973,0.215218,-0.230451,-0.208586,-0.925778,?,?,?,?,?,?
830,'2020/05/05 21:03:46:296',7,-0.405366,0.649534,-0.28401,0.320036,0.288665,-0.374326,-0.821054,0.172731,1.228907,0.127776,0.211741,-0.247804,-0.200566,-0.923868,?,?,?,?,?,?
831,'2020/05/05 21:03:46:308',7,-0.405366,0.649534,-0.28401,0.320036,0.288665,-0.374326,-0.821054,0.19427,1.228366,0.121073,0.209169,-0.265789,-0.193831,-0.920888,?,?,?,?,?,?
832,'2020/05/05 21:03:46:322',7,-0.405366,0.649534,-0.28401,0.320037,0.288665,-0.374326,-0.821054,0.215284,1.227687,0.113903,0.206764,-0.283223,-0.188632,-0.917307,?,?,?,?,?,?
833,'2020/05/05 21:03:46:335',7,-0.405366,0.649534,-0.28401,0.320037,0.288665,-0.374326,-0.821054,0.23584,1.226817,0.10615,0.204092,-0.300759,-0.18671,-0.912705,?,?,?,?,?,?
834,'2020/05/05 21:03:46:352',7,-0.405366,0.649534,-0.28401,0.320037,0.288665,-0.374326,-0.821054,0.255828,1.225266,0.097446,0.199454,-0.319149,-0.187935,-0.907217,?,?,?,?,?,?
835,'2020/05/05 21:03:46:366',7,-0.405366,0.649534,-0.28401,0.320037,0.288664,-0.374326,-0.821054,0.275245,1.223571,0.088888,0.194068,-0.337518,-0.189925,-0.901303,?,?,?,?,?,?
