@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute lpx numeric
@attribute lpy numeric
@attribute lpz numeric
@attribute lrx numeric
@attribute lry numeric
@attribute lrz numeric
@attribute lrw numeric
@attribute rpx numeric
@attribute rpy numeric
@attribute rpz numeric
@attribute rrx numeric
@attribute rry numeric
@attribute rrz numeric
@attribute rrw numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 {0,1,2,3,4,5}
@attribute outputs-4 numeric
@attribute outputs-5 numeric
@attribute outputs-6 {0,1,2,3,4,5}

@data
2868,'2020/05/05 21:20:27:509',20,0.006258,1.20502,-0.401722,-0.361793,-0.841083,-0.282401,-0.286244,0.593406,1.056762,-0.007158,-0.003248,-0.502123,0.036179,-0.864033,?,?,?,?,?,?
2869,'2020/05/05 21:20:27:524',20,0.006255,1.205027,-0.401722,-0.361787,-0.841086,-0.282425,-0.28622,0.592803,1.05616,-0.006102,-0.003194,-0.500294,0.036864,-0.865065,?,?,?,?,?,?
2870,'2020/05/05 21:20:27:537',20,0.006252,1.205032,-0.401722,-0.361793,-0.841086,-0.282439,-0.286198,0.591903,1.055583,-0.004533,-0.002375,-0.498357,0.039615,-0.866063,?,?,?,?,?,?
2871,'2020/05/05 21:20:27:554',20,0.00625,1.205036,-0.401722,-0.3618,-0.841083,-0.282453,-0.286183,0.591183,1.055363,-0.003134,-0.001118,-0.497638,0.043537,-0.866291,?,?,?,?,?,?
2872,'2020/05/05 21:20:27:565',20,0.006249,1.205042,-0.401721,-0.361808,-0.841077,-0.282477,-0.286167,0.590775,1.055254,-0.002132,-0.000799,-0.497333,0.044859,-0.866399,?,?,?,?,?,?
2873,'2020/05/05 21:20:27:581',20,0.006252,1.205044,-0.401718,-0.361814,-0.841066,-0.282494,-0.286174,0.590432,1.055291,-0.001155,-0.000686,-0.496648,0.044331,-0.866819,?,?,?,?,?,?
2874,'2020/05/05 21:20:27:593',20,0.006255,1.205041,-0.401717,-0.361816,-0.841061,-0.282487,-0.286194,0.59011,1.05561,-0.000079,-0.001697,-0.495667,0.040205,-0.86758,?,?,?,?,?,?
2875,'2020/05/05 21:20:27:608',20,0.006255,1.205036,-0.401719,-0.361806,-0.841069,-0.282465,-0.286204,0.589665,1.055746,0.000926,-0.002521,-0.494628,0.037369,-0.868297,?,?,?,?,?,?
2876,'2020/05/05 21:20:27:620',20,0.006258,1.205029,-0.401719,-0.36181,-0.841068,-0.28244,-0.286228,0.589142,1.055765,0.001986,-0.002848,-0.49363,0.036215,-0.868913,?,?,?,?,?,?
2877,'2020/05/05 21:20:27:636',20,0.006257,1.205024,-0.401722,-0.361816,-0.841072,-0.282418,-0.286228,0.588679,1.055609,0.002975,-0.002983,-0.493147,0.036788,-0.869163,?,?,?,?,?,?
2878,'2020/05/05 21:20:27:649',20,0.006259,1.205014,-0.401724,-0.361838,-0.841068,-0.282381,-0.286249,0.588374,1.055393,0.003717,-0.002943,-0.493457,0.03804,-0.868933,?,?,?,?,?,?
2879,'2020/05/05 21:20:27:663',20,0.006263,1.205002,-0.401725,-0.361843,-0.841069,-0.282338,-0.286282,0.587882,1.055111,0.004575,-0.003599,-0.493076,0.038317,-0.869134,?,?,?,?,?,?
2880,'2020/05/05 21:20:27:676',20,0.006264,1.204994,-0.401727,-0.361815,-0.841085,-0.2823,-0.286308,0.587356,1.054884,0.005486,-0.004952,-0.492191,0.037741,-0.869655,?,?,?,?,?,?
2881,'2020/05/05 21:20:27:691',20,0.006266,1.204987,-0.401728,-0.361817,-0.841086,-0.282276,-0.286326,0.58695,1.054877,0.006348,-0.005881,-0.491697,0.037098,-0.869956,?,?,?,?,?,?
2882,'2020/05/05 21:20:27:705',20,0.00627,1.204976,-0.401729,-0.361841,-0.841077,-0.282241,-0.286358,0.586439,1.055194,0.007463,-0.005084,-0.490965,0.038083,-0.870331,?,?,?,?,?,?
2883,'2020/05/05 21:20:27:720',20,0.006272,1.204973,-0.401729,-0.361852,-0.841072,-0.282233,-0.286368,0.586064,1.055751,0.008574,-0.003511,-0.490401,0.039437,-0.870597,?,?,?,?,?,?
2884,'2020/05/05 21:20:27:731',20,0.006272,1.204969,-0.40173,-0.361842,-0.841079,-0.282214,-0.286378,0.585756,1.056287,0.009656,-0.002181,-0.489953,0.040721,-0.870795,?,?,?,?,?,?
2885,'2020/05/05 21:20:27:747',20,0.006275,1.204958,-0.401732,-0.361837,-0.841085,-0.282172,-0.286407,0.585432,1.056715,0.010678,-0.002175,-0.48941,0.04029,-0.87112,?,?,?,?,?,?
2886,'2020/05/05 21:20:27:760',20,0.006275,1.204949,-0.401735,-0.361834,-0.841094,-0.282132,-0.286423,0.585193,1.057232,0.011816,-0.002438,-0.488308,0.038846,-0.871803,?,?,?,?,?,?
2887,'2020/05/05 21:20:27:775',20,0.006276,1.204943,-0.401736,-0.361838,-0.841095,-0.282111,-0.286438,0.585053,1.057878,0.012831,-0.002436,-0.487607,0.036586,-0.872293,?,?,?,?,?,?
2888,'2020/05/05 21:20:27:787',20,0.006275,1.204946,-0.401736,-0.361841,-0.841093,-0.282122,-0.286428,0.58481,1.058476,0.013824,-0.002557,-0.48699,0.033987,-0.872743,?,?,?,?,?,?
2889,'2020/05/05 21:20:27:802',20,0.006276,1.204944,-0.401736,-0.361851,-0.841089,-0.282118,-0.286431,0.584536,1.058863,0.014789,-0.002703,-0.486509,0.032632,-0.873062,?,?,?,?,?,?
2890,'2020/05/05 21:20:27:816',20,0.006277,1.204943,-0.401736,-0.361864,-0.841083,-0.282114,-0.286435,0.584227,1.059092,0.015802,-0.00275,-0.486098,0.032065,-0.873311,?,?,?,?,?,?
2891,'2020/05/05 21:20:27:831',20,0.006278,1.204939,-0.401737,-0.361847,-0.841092,-0.282098,-0.286446,0.583823,1.059197,0.016942,-0.002694,-0.485433,0.032495,-0.873666,?,?,?,?,?,?
2892,'2020/05/05 21:20:27:843',20,0.006273,1.204937,-0.40174,-0.361845,-0.841104,-0.282079,-0.286433,0.583533,1.059304,0.018122,-0.00238,-0.484875,0.03371,-0.87393,?,?,?,?,?,?
2893,'2020/05/05 21:20:27:858',20,0.006273,1.204938,-0.40174,-0.361865,-0.841096,-0.282085,-0.286424,0.583231,1.059453,0.019202,-0.001838,-0.484629,0.034648,-0.874031,?,?,?,?,?,?
2894,'2020/05/05 21:20:27:872',20,0.006272,1.204945,-0.401738,-0.361883,-0.841084,-0.282117,-0.286408,0.582835,1.059509,0.020274,-0.001364,-0.484312,0.035316,-0.874181,?,?,?,?,?,?
2895,'2020/05/05 21:20:27:886',20,0.006272,1.204948,-0.401737,-0.36189,-0.841078,-0.282132,-0.2864,0.582528,1.059448,0.021321,-0.0019,-0.483908,0.034815,-0.874424,?,?,?,?,?,?
2896,'2020/05/05 21:20:27:898',20,0.006268,1.204948,-0.40174,-0.361883,-0.841091,-0.282119,-0.286385,0.582124,1.05933,0.022421,-0.002796,-0.483075,0.033713,-0.874925,?,?,?,?,?,?
2897,'2020/05/05 21:20:27:915',20,0.006267,1.204949,-0.401741,-0.36188,-0.841094,-0.282122,-0.286377,0.581581,1.059289,0.023541,-0.003117,-0.48212,0.032783,-0.875486,?,?,?,?,?,?
2898,'2020/05/05 21:20:27:926',20,0.006267,1.204951,-0.40174,-0.361882,-0.84109,-0.282131,-0.286375,0.581062,1.059293,0.024571,-0.002938,-0.481746,0.032491,-0.875703,?,?,?,?,?,?
2899,'2020/05/05 21:20:27:942',20,0.006265,1.204955,-0.40174,-0.361896,-0.841086,-0.282144,-0.286358,0.580464,1.059233,0.025622,-0.002191,-0.481657,0.033553,-0.875714,?,?,?,?,?,?
2900,'2020/05/05 21:20:27:955',20,0.006265,1.204956,-0.401739,-0.361894,-0.841086,-0.282148,-0.286356,0.579658,1.058859,0.026754,-0.001489,-0.481505,0.036089,-0.875699,?,?,?,?,?,?
2901,'2020/05/05 21:20:27:969',20,0.006266,1.204955,-0.401739,-0.361869,-0.841094,-0.282145,-0.286366,0.578807,1.058372,0.027971,-0.001375,-0.481113,0.038385,-0.875817,?,?,?,?,?,?
2902,'2020/05/05 21:20:27:983',20,0.006268,1.204946,-0.40174,-0.361868,-0.841098,-0.282111,-0.28639,0.577631,1.05771,0.029571,-0.001399,-0.479775,0.041579,-0.876405,?,?,?,?,?,?
2903,'2020/05/05 21:20:41:531',21,0.006064,1.205321,-0.401747,-0.361656,-0.841281,-0.283272,-0.28497,0.510721,1.451199,-0.108513,0.251462,-0.512949,-0.254909,-0.780174,?,?,?,?,?,?
2904,'2020/05/05 21:20:41:544',21,0.006064,1.205316,-0.401749,-0.361658,-0.841286,-0.283249,-0.284975,0.511164,1.450951,-0.109042,0.251355,-0.512983,-0.253567,-0.780623,?,?,?,?,?,?
2905,'2020/05/05 21:20:41:560',21,0.006064,1.205314,-0.401749,-0.361667,-0.841284,-0.283243,-0.284977,0.512164,1.450788,-0.109838,0.250472,-0.51345,-0.25178,-0.781178,?,?,?,?,?,?
2906,'2020/05/05 21:20:41:572',21,0.006066,1.20531,-0.401749,-0.361697,-0.841271,-0.283233,-0.284986,0.513404,1.450602,-0.110879,0.249254,-0.51434,-0.249926,-0.781578,?,?,?,?,?,?
2907,'2020/05/05 21:20:41:587',21,0.006068,1.205307,-0.401749,-0.361736,-0.841253,-0.283229,-0.284992,0.514405,1.450529,-0.11203,0.248563,-0.515788,-0.249071,-0.781116,?,?,?,?,?,?
2908,'2020/05/05 21:20:41:600',21,0.006069,1.2053,-0.40175,-0.361767,-0.841245,-0.283207,-0.285002,0.514848,1.450325,-0.113122,0.24851,-0.517161,-0.249026,-0.780239,?,?,?,?,?,?
2909,'2020/05/05 21:20:41:615',21,0.006071,1.205294,-0.401752,-0.36178,-0.841242,-0.283184,-0.285015,0.515146,1.45036,-0.114221,0.249473,-0.518496,-0.24897,-0.779063,?,?,?,?,?,?
2910,'2020/05/05 21:20:41:627',21,0.006076,1.205284,-0.401751,-0.361808,-0.841227,-0.28316,-0.285048,0.51549,1.450488,-0.115156,0.250481,-0.519761,-0.248336,-0.778099,?,?,?,?,?,?
2911,'2020/05/05 21:20:41:642',21,0.00608,1.205275,-0.401752,-0.361844,-0.841214,-0.28313,-0.285072,0.515718,1.45064,-0.11574,0.251575,-0.520151,-0.247465,-0.777763,?,?,?,?,?,?
2912,'2020/05/05 21:20:41:656',21,0.006083,1.205271,-0.401752,-0.36185,-0.84121,-0.283118,-0.285088,0.515915,1.450573,-0.115981,0.252203,-0.520131,-0.246401,-0.77791,?,?,?,?,?,?
2913,'2020/05/05 21:20:41:670',21,0.006083,1.205269,-0.401752,-0.361861,-0.841206,-0.283111,-0.285092,0.516263,1.450824,-0.115946,0.25174,-0.520122,-0.246134,-0.77815,?,?,?,?,?,?
2914,'2020/05/05 21:20:41:683',21,0.006085,1.205267,-0.401751,-0.361894,-0.841188,-0.283116,-0.285097,0.516934,1.451644,-0.115995,0.251224,-0.520131,-0.245582,-0.778486,?,?,?,?,?,?
2915,'2020/05/05 21:20:41:698',21,0.006089,1.205264,-0.40175,-0.36192,-0.841173,-0.283113,-0.285112,0.517493,1.452369,-0.116144,0.251363,-0.520203,-0.2448,-0.778639,?,?,?,?,?,?
2916,'2020/05/05 21:20:41:712',21,0.006087,1.205263,-0.401751,-0.361925,-0.841177,-0.283105,-0.285102,0.517489,1.452369,-0.116125,0.252167,-0.520082,-0.243953,-0.778726,?,?,?,?,?,?
2917,'2020/05/05 21:20:41:725',21,0.006087,1.205259,-0.401753,-0.361939,-0.841174,-0.28309,-0.285107,0.517289,1.452032,-0.11594,0.25232,-0.519884,-0.243717,-0.778882,?,?,?,?,?,?
2918,'2020/05/05 21:20:41:739',21,0.006089,1.205257,-0.401752,-0.361956,-0.841166,-0.283086,-0.285113,0.51713,1.451777,-0.115783,0.252256,-0.519651,-0.243729,-0.779054,?,?,?,?,?,?
2919,'2020/05/05 21:20:41:754',21,0.00609,1.205257,-0.401752,-0.361962,-0.841162,-0.283087,-0.285118,0.516882,1.451169,-0.115478,0.252542,-0.519034,-0.243262,-0.779519,?,?,?,?,?,?
2920,'2020/05/05 21:20:41:766',21,0.00609,1.205259,-0.401751,-0.361956,-0.841162,-0.283097,-0.285115,0.516696,1.450311,-0.115146,0.252681,-0.518662,-0.242552,-0.779943,?,?,?,?,?,?
2921,'2020/05/05 21:20:41:782',21,0.006089,1.205261,-0.401751,-0.361958,-0.841162,-0.283105,-0.285106,0.516612,1.449408,-0.114872,0.252146,-0.518861,-0.241986,-0.780159,?,?,?,?,?,?
2922,'2020/05/05 21:20:41:795',21,0.006093,1.205259,-0.401749,-0.361963,-0.841153,-0.283104,-0.285127,0.516634,1.448691,-0.114484,0.251406,-0.518983,-0.241527,-0.780459,?,?,?,?,?,?
2923,'2020/05/05 21:20:41:809',21,0.006092,1.205261,-0.401749,-0.361962,-0.841153,-0.28311,-0.285121,0.516582,1.44822,-0.114158,0.251121,-0.519153,-0.241279,-0.780514,?,?,?,?,?,?
2924,'2020/05/05 21:20:41:822',21,0.006091,1.205263,-0.401749,-0.361948,-0.841159,-0.283116,-0.285115,0.516401,1.447455,-0.113516,0.251325,-0.519205,-0.239988,-0.780813,?,?,?,?,?,?
2925,'2020/05/05 21:20:41:837',21,0.006089,1.205266,-0.401749,-0.361931,-0.841167,-0.283122,-0.285106,0.516282,1.446692,-0.112663,0.251383,-0.519127,-0.238056,-0.781437,?,?,?,?,?,?
2926,'2020/05/05 21:20:41:850',21,0.006089,1.205268,-0.401749,-0.361919,-0.84117,-0.283128,-0.285106,0.516172,1.446042,-0.111703,0.251251,-0.519048,-0.236038,-0.782143,?,?,?,?,?,?
2927,'2020/05/05 21:20:41:865',21,0.006086,1.205274,-0.401748,-0.361904,-0.841177,-0.283149,-0.285085,0.515908,1.445592,-0.110761,0.251072,-0.51881,-0.234965,-0.782682,?,?,?,?,?,?
2928,'2020/05/05 21:20:41:878',21,0.006084,1.205282,-0.401747,-0.361904,-0.841174,-0.283178,-0.285065,0.515341,1.444845,-0.109655,0.250829,-0.518312,-0.233917,-0.783403,?,?,?,?,?,?
2929,'2020/05/05 21:20:41:893',21,0.006081,1.205285,-0.401748,-0.361891,-0.841184,-0.283181,-0.28505,0.514589,1.444115,-0.108422,0.250834,-0.517241,-0.232516,-0.784525,?,?,?,?,?,?
2930,'2020/05/05 21:20:41:905',21,0.00608,1.205283,-0.401749,-0.361876,-0.841192,-0.283172,-0.285052,0.513867,1.443523,-0.107268,0.251052,-0.516442,-0.230914,-0.785455,?,?,?,?,?,?
2931,'2020/05/05 21:20:41:921',21,0.006079,1.205282,-0.40175,-0.361857,-0.841205,-0.283159,-0.285053,0.513112,1.443049,-0.106305,0.251732,-0.516163,-0.22935,-0.785878,?,?,?,?,?,?
2932,'2020/05/05 21:20:41:934',21,0.006079,1.205286,-0.401749,-0.361845,-0.841206,-0.283175,-0.285047,0.512251,1.442699,-0.105272,0.252403,-0.515648,-0.228343,-0.786295,?,?,?,?,?,?
2933,'2020/05/05 21:20:41:949',21,0.006076,1.205289,-0.40175,-0.361844,-0.84121,-0.283184,-0.285029,0.511376,1.442358,-0.104112,0.252555,-0.514956,-0.227354,-0.786986,?,?,?,?,?,?
2934,'2020/05/05 21:20:41:961',21,0.006075,1.205289,-0.401751,-0.361838,-0.841214,-0.283179,-0.285028,0.510443,1.442142,-0.10279,0.253295,-0.513625,-0.225589,-0.788125,?,?,?,?,?,?
2935,'2020/05/05 21:20:41:976',21,0.006075,1.205286,-0.401751,-0.361822,-0.841222,-0.283166,-0.285039,0.509528,1.442016,-0.101611,0.254346,-0.51247,-0.223533,-0.789123,?,?,?,?,?,?
2936,'2020/05/05 21:20:41:989',21,0.006077,1.205286,-0.401751,-0.361801,-0.841229,-0.283164,-0.285048,0.508808,1.441902,-0.100775,0.25489,-0.512594,-0.222246,-0.789231,?,?,?,?,?,?
2937,'2020/05/05 21:20:42:004',21,0.006077,1.205284,-0.401751,-0.361804,-0.841229,-0.283158,-0.285051,0.50818,1.441632,-0.10017,0.2546,-0.513551,-0.221328,-0.78896,?,?,?,?,?,?
2938,'2020/05/05 21:20:42:018',21,0.006075,1.205284,-0.401752,-0.361794,-0.841236,-0.283152,-0.285047,0.507426,1.441472,-0.099443,0.255308,-0.513644,-0.219567,-0.789163,?,?,?,?,?,?
2939,'2020/05/05 21:20:42:032',21,0.006075,1.205279,-0.401754,-0.361759,-0.841256,-0.283125,-0.28506,0.506591,1.441568,-0.09865,0.257068,-0.513018,-0.216464,-0.789856,?,?,?,?,?,?
2940,'2020/05/05 21:20:42:046',21,0.006076,1.205276,-0.401754,-0.361736,-0.841264,-0.283116,-0.285075,0.506037,1.441584,-0.0982,0.258477,-0.513934,-0.213094,-0.789717,?,?,?,?,?,?
2941,'2020/05/05 21:20:42:060',21,0.006078,1.205273,-0.401754,-0.361726,-0.841268,-0.283101,-0.285089,0.505561,1.441354,-0.097744,0.259129,-0.515151,-0.208978,-0.78981,?,?,?,?,?,?
2942,'2020/05/05 21:20:42:073',21,0.006079,1.205274,-0.401754,-0.361739,-0.84126,-0.283109,-0.285089,0.506049,1.442901,-0.097289,0.260226,-0.516377,-0.203905,-0.789975,?,?,?,?,?,?
2943,'2020/05/05 21:20:42:087',21,0.006078,1.205276,-0.401753,-0.361725,-0.841265,-0.283115,-0.285087,0.506888,1.445004,-0.096841,0.2608,-0.517888,-0.198734,-0.790114,?,?,?,?,?,?
2944,'2020/05/05 21:20:42:100',21,0.006079,1.205271,-0.401754,-0.361715,-0.841271,-0.283095,-0.2851,0.507295,1.446673,-0.095964,0.261586,-0.517993,-0.193678,-0.79104,?,?,?,?,?,?
2945,'2020/05/05 21:20:42:116',21,0.00608,1.205266,-0.401755,-0.361704,-0.841277,-0.283075,-0.285116,0.506588,1.446718,-0.094801,0.262394,-0.517327,-0.189196,-0.792293,?,?,?,?,?,?
2946,'2020/05/05 21:20:42:129',21,0.006082,1.205266,-0.401754,-0.361708,-0.841271,-0.283082,-0.285123,0.505778,1.446579,-0.092987,0.26233,-0.515068,-0.184667,-0.79485,?,?,?,?,?,?
2947,'2020/05/05 21:20:42:144',21,0.006082,1.205269,-0.401752,-0.361703,-0.84127,-0.283095,-0.285119,0.504894,1.446205,-0.091013,0.261236,-0.5128,-0.18094,-0.797529,?,?,?,?,?,?
2948,'2020/05/05 21:20:42:157',21,0.006083,1.205272,-0.401751,-0.361719,-0.84126,-0.283108,-0.285115,0.505155,1.447547,-0.08931,0.259284,-0.512635,-0.178054,-0.798921,?,?,?,?,?,?
2949,'2020/05/05 21:20:42:172',21,0.006083,1.205271,-0.401751,-0.36171,-0.841264,-0.283104,-0.285118,0.505285,1.448514,-0.087603,0.257164,-0.512968,-0.174756,-0.800119,?,?,?,?,?,?
2950,'2020/05/05 21:20:42:185',21,0.006082,1.205273,-0.401751,-0.361688,-0.841273,-0.283108,-0.285116,0.504729,1.449365,-0.085481,0.255638,-0.513041,-0.172464,-0.801058,?,?,?,?,?,?
2951,'2020/05/05 21:20:42:200',21,0.006083,1.205273,-0.401751,-0.361681,-0.841274,-0.283109,-0.285123,0.502799,1.448881,-0.083062,0.255397,-0.512718,-0.170199,-0.801826,?,?,?,?,?,?
2952,'2020/05/05 21:20:42:216',21,0.006084,1.205267,-0.401752,-0.361711,-0.841264,-0.283091,-0.28513,0.500606,1.448781,-0.080512,0.256494,-0.512011,-0.167838,-0.802425,?,?,?,?,?,?
2953,'2020/05/05 21:20:42:227',21,0.006082,1.205268,-0.401753,-0.361719,-0.841265,-0.28309,-0.285118,0.497835,1.448999,-0.077606,0.258758,-0.510741,-0.165262,-0.803042,?,?,?,?,?,?
2954,'2020/05/05 21:20:42:240',21,0.006081,1.205265,-0.401754,-0.361736,-0.841263,-0.283077,-0.285117,0.494255,1.44867,-0.07407,0.260698,-0.508001,-0.162509,-0.804713,?,?,?,?,?,?
2955,'2020/05/05 21:20:42:256',21,0.006082,1.20526,-0.401755,-0.361772,-0.84125,-0.283064,-0.285121,0.490121,1.448349,-0.069762,0.26172,-0.503237,-0.160821,-0.807708,?,?,?,?,?,?
2956,'2020/05/05 21:20:42:269',21,0.006083,1.205264,-0.401754,-0.361797,-0.841236,-0.283084,-0.285112,0.485872,1.448588,-0.065049,0.261999,-0.497527,-0.160855,-0.811141,?,?,?,?,?,?
2957,'2020/05/05 21:20:42:282',21,0.006081,1.205271,-0.401753,-0.361797,-0.841235,-0.283108,-0.285091,0.481284,1.449208,-0.060217,0.262662,-0.491493,-0.162618,-0.814247,?,?,?,?,?,?
2958,'2020/05/05 21:20:42:296',21,0.00608,1.205272,-0.401753,-0.361803,-0.841232,-0.283114,-0.285086,0.476558,1.450078,-0.055485,0.26377,-0.485759,-0.165302,-0.816786,?,?,?,?,?,?
2959,'2020/05/05 21:20:42:316',21,0.006082,1.205274,-0.401751,-0.361796,-0.841229,-0.283127,-0.285091,0.471854,1.450771,-0.051132,0.264224,-0.481372,-0.168345,-0.818613,?,?,?,?,?,?
2960,'2020/05/05 21:20:42:324',21,0.00608,1.205278,-0.401751,-0.361778,-0.841238,-0.283135,-0.285078,0.466981,1.45083,-0.047077,0.263766,-0.478191,-0.17069,-0.820138,?,?,?,?,?,?
2961,'2020/05/05 21:20:42:340',21,0.006073,1.205292,-0.401751,-0.361725,-0.841261,-0.283177,-0.285038,0.462325,1.45084,-0.043325,0.26295,-0.476109,-0.172088,-0.821318,?,?,?,?,?,?
2962,'2020/05/05 21:20:42:352',21,0.00607,1.205297,-0.401751,-0.36169,-0.841277,-0.283186,-0.285026,0.457854,1.451634,-0.039821,0.262123,-0.475318,-0.172186,-0.82202,?,?,?,?,?,?
2963,'2020/05/05 21:20:42:367',21,0.006066,1.205303,-0.401752,-0.361634,-0.841304,-0.283195,-0.285008,0.453472,1.452984,-0.036411,0.2627,-0.475087,-0.169573,-0.822512,?,?,?,?,?,?
2964,'2020/05/05 21:20:42:380',21,0.006061,1.205314,-0.401752,-0.361552,-0.841337,-0.283222,-0.284987,0.448683,1.454524,-0.032683,0.264262,-0.474769,-0.164576,-0.82321,?,?,?,?,?,?
2965,'2020/05/05 21:20:42:394',21,0.006055,1.205325,-0.401752,-0.361475,-0.841371,-0.28325,-0.284956,0.443622,1.456878,-0.02838,0.266005,-0.47367,-0.158604,-0.824453,?,?,?,?,?,?
2966,'2020/05/05 21:20:42:408',21,0.00605,1.205333,-0.401752,-0.361401,-0.841404,-0.283265,-0.284939,0.43804,1.45969,-0.023681,0.267103,-0.472317,-0.151957,-0.826125,?,?,?,?,?,?
2967,'2020/05/05 21:20:42:422',21,0.006048,1.205336,-0.401752,-0.361367,-0.841418,-0.28327,-0.284935,0.431421,1.462461,-0.018575,0.268603,-0.470676,-0.144263,-0.827952,?,?,?,?,?,?
2968,'2020/05/05 21:20:42:436',21,0.006047,1.205334,-0.401754,-0.361319,-0.841442,-0.28325,-0.284945,0.423687,1.465078,-0.013165,0.271072,-0.468495,-0.138501,-0.829367,?,?,?,?,?,?
2969,'2020/05/05 21:20:42:450',21,0.006047,1.205324,-0.401756,-0.361288,-0.841461,-0.283208,-0.28497,0.413667,1.46956,-0.006622,0.276004,-0.463739,-0.137043,-0.830655,?,?,?,?,?,?
2970,'2020/05/05 21:20:42:463',21,0.006053,1.205308,-0.401758,-0.361318,-0.841451,-0.283154,-0.285014,0.40234,1.474644,0.000499,0.282711,-0.456182,-0.139183,-0.832227,?,?,?,?,?,?
2971,'2020/05/05 21:20:42:478',21,0.006058,1.205297,-0.401758,-0.361353,-0.841436,-0.283121,-0.285049,0.389815,1.480771,0.008883,0.288702,-0.445347,-0.144031,-0.835208,?,?,?,?,?,?
2972,'2020/05/05 21:20:42:492',21,0.006062,1.205286,-0.40176,-0.361423,-0.84141,-0.283088,-0.285068,0.37602,1.486548,0.01812,0.293518,-0.432232,-0.149732,-0.839406,?,?,?,?,?,?
2973,'2020/05/05 21:20:42:506',21,0.006068,1.205273,-0.40176,-0.361502,-0.841376,-0.283055,-0.2851,0.360996,1.491387,0.027985,0.298196,-0.416778,-0.154314,-0.844726,?,?,?,?,?,?
2974,'2020/05/05 21:20:42:519',21,0.006073,1.205261,-0.401761,-0.361591,-0.841342,-0.283025,-0.285119,0.346125,1.494428,0.037198,0.302319,-0.403198,-0.156784,-0.849384,?,?,?,?,?,?
2975,'2020/05/05 21:20:42:535',21,0.00608,1.205249,-0.401761,-0.361676,-0.841304,-0.282997,-0.285151,0.328532,1.495728,0.047233,0.303502,-0.389148,-0.160167,-0.854867,?,?,?,?,?,?
2976,'2020/05/05 21:20:42:546',21,0.006082,1.205242,-0.401762,-0.361709,-0.841293,-0.282975,-0.285163,0.311989,1.49632,0.056234,0.303213,-0.377944,-0.161322,-0.859765,?,?,?,?,?,?
2977,'2020/05/05 21:20:42:561',21,0.006086,1.205233,-0.401762,-0.361775,-0.841265,-0.282954,-0.285184,0.294909,1.496163,0.064768,0.304004,-0.367102,-0.161402,-0.864157,?,?,?,?,?,?
2978,'2020/05/05 21:20:42:575',21,0.006087,1.20523,-0.401762,-0.3618,-0.841256,-0.282946,-0.285185,0.276382,1.495847,0.073187,0.306116,-0.355206,-0.160921,-0.868462,?,?,?,?,?,?
2979,'2020/05/05 21:20:42:590',21,0.006084,1.205232,-0.401764,-0.361792,-0.841266,-0.282945,-0.285167,0.256581,1.497211,0.081688,0.310919,-0.340025,-0.160639,-0.872873,?,?,?,?,?,?
2980,'2020/05/05 21:20:42:602',21,0.006083,1.205236,-0.401764,-0.361777,-0.84127,-0.282959,-0.285161,0.237075,1.499208,0.089898,0.316357,-0.324408,-0.161035,-0.876782,?,?,?,?,?,?
2981,'2020/05/05 21:20:42:617',21,0.006079,1.205242,-0.401764,-0.361741,-0.841286,-0.282975,-0.285142,0.216505,1.500623,0.097758,0.320517,-0.308213,-0.162956,-0.880749,?,?,?,?,?,?
2982,'2020/05/05 21:20:42:632',21,0.006078,1.205247,-0.401763,-0.3617,-0.841303,-0.282985,-0.285137,0.195907,1.501734,0.105258,0.322766,-0.292339,-0.166108,-0.884742,?,?,?,?,?,?
2983,'2020/05/05 21:20:42:645',21,0.006075,1.205249,-0.401764,-0.361665,-0.84132,-0.282987,-0.285129,0.17546,1.502932,0.111932,0.325157,-0.278091,-0.169899,-0.887734,?,?,?,?,?,?
2984,'2020/05/05 21:20:42:658',21,0.006068,1.205265,-0.401764,-0.361568,-0.84136,-0.283029,-0.28509,0.155381,1.504294,0.117937,0.328824,-0.265201,-0.17285,-0.889756,?,?,?,?,?,?
2985,'2020/05/05 21:20:42:674',21,0.006064,1.205273,-0.401763,-0.361531,-0.841376,-0.28305,-0.285069,0.13472,1.505938,0.122972,0.333571,-0.252249,-0.175135,-0.891307,?,?,?,?,?,?
2986,'2020/05/05 21:20:42:685',21,0.006058,1.205283,-0.401764,-0.361503,-0.841391,-0.283076,-0.285033,0.114151,1.507985,0.128371,0.337302,-0.237357,-0.17584,-0.893851,?,?,?,?,?,?
2987,'2020/05/05 21:20:42:700',21,0.006054,1.205289,-0.401765,-0.361454,-0.841415,-0.283086,-0.285017,0.093562,1.509543,0.133208,0.34062,-0.222715,-0.174976,-0.896527,?,?,?,?,?,?
2988,'2020/05/05 21:20:42:715',21,0.006051,1.205292,-0.401765,-0.361393,-0.841441,-0.283089,-0.285013,0.072669,1.50949,0.137147,0.343994,-0.207937,-0.173608,-0.89905,?,?,?,?,?,?
2989,'2020/05/05 21:20:42:728',21,0.006051,1.205294,-0.401764,-0.361373,-0.841446,-0.283096,-0.285016,0.05183,1.508851,0.140519,0.346738,-0.193563,-0.172759,-0.901366,?,?,?,?,?,?
